City,Region,Population,link,Country,Capital City,Capital Population
Dipayal,Far Western,23000,https://www.worlddata.info/asia/nepal/index.php,Nepal,Kathmandu,975543
Dhankuta,Eastern Region,22000,https://www.worlddata.info/asia/nepal/index.php,Nepal,Kathmandu,975543
Pyongyang,Pyongyang,3222000,https://www.worlddata.info/asia/north-korea/index.php,North Korea,Pyongyang,3222000
Chongjin,Hamgyong-bukto,615000,https://www.worlddata.info/asia/north-korea/index.php,North Korea,Pyongyang,3222000
Hamhung,Hamgyong-namdo,614000,https://www.worlddata.info/asia/north-korea/index.php,North Korea,Pyongyang,3222000
Namp’o,P'yongan-namdo,455000,https://www.worlddata.info/asia/north-korea/index.php,North Korea,Pyongyang,3222000
Hungnam,Hamgyong-namdo,346000,https://www.worlddata.info/asia/north-korea/index.php,North Korea,Pyongyang,3222000
Sinuiju,P'yongan-bukto,334000,https://www.worlddata.info/asia/north-korea/index.php,North Korea,Pyongyang,3222000
Wonsan,Kangwon-do,328000,https://www.worlddata.info/asia/north-korea/index.php,North Korea,Pyongyang,3222000
Sariwon,Hwanghae-bukto,271000,https://www.worlddata.info/asia/north-korea/index.php,North Korea,Pyongyang,3222000
Kanggye,Chagang-do,252000,https://www.worlddata.info/asia/north-korea/index.php,North Korea,Pyongyang,3222000
Haeju,Hwanghae-namdo,242000,https://www.worlddata.info/asia/north-korea/index.php,North Korea,Pyongyang,3222000
Kaesong,Hwanghae-namdo,193000,https://www.worlddata.info/asia/north-korea/index.php,North Korea,Pyongyang,3222000
Hyesan,Yanggang-do,174000,https://www.worlddata.info/asia/north-korea/index.php,North Korea,Pyongyang,3222000
Anju,P'yongan-namdo,168000,https://www.worlddata.info/asia/north-korea/index.php,North Korea,Pyongyang,3222000
Kusong,P'yongan-bukto,155000,https://www.worlddata.info/asia/north-korea/index.php,North Korea,Pyongyang,3222000
Songnim,Hwanghae-bukto,152000,https://www.worlddata.info/asia/north-korea/index.php,North Korea,Pyongyang,3222000
P'yongsong,P'yongan-namdo,1e+05,https://www.worlddata.info/asia/north-korea/index.php,North Korea,Pyongyang,3222000
Hyesan-dong,Yanggang-do,98000,https://www.worlddata.info/asia/north-korea/index.php,North Korea,Pyongyang,3222000
Yuktae-dong,Hamgyong-namdo,76000,https://www.worlddata.info/asia/north-korea/index.php,North Korea,Pyongyang,3222000
Hongwon,Hamgyong-namdo,71000,https://www.worlddata.info/asia/north-korea/index.php,North Korea,Pyongyang,3222000
Najin,Rason,66000,https://www.worlddata.info/asia/north-korea/index.php,North Korea,Pyongyang,3222000
Ongjin,Hwanghae-namdo,64000,https://www.worlddata.info/asia/north-korea/index.php,North Korea,Pyongyang,3222000
Kilju,Hamgyong-bukto,64000,https://www.worlddata.info/asia/north-korea/index.php,North Korea,Pyongyang,3222000
Chaeryong-up,Hwanghae-namdo,53000,https://www.worlddata.info/asia/north-korea/index.php,North Korea,Pyongyang,3222000
Uiju,P'yongan-bukto,50000,https://www.worlddata.info/asia/north-korea/index.php,North Korea,Pyongyang,3222000
Hoeryong,Hamgyong-bukto,44000,https://www.worlddata.info/asia/north-korea/index.php,North Korea,Pyongyang,3222000
Sungho 1-tong,Pyongyang,40000,https://www.worlddata.info/asia/north-korea/index.php,North Korea,Pyongyang,3222000
Sunan,Pyongyang,37000,https://www.worlddata.info/asia/north-korea/index.php,North Korea,Pyongyang,3222000
Hwangju-up,Hwanghae-bukto,36000,https://www.worlddata.info/asia/north-korea/index.php,North Korea,Pyongyang,3222000
Muscat,Muhafazat Masqat,630000,https://www.worlddata.info/asia/oman/index.php,Oman,Muscat,630000
As Sib al Jadidah,Muhafazat Masqat,238000,https://www.worlddata.info/asia/oman/index.php,Oman,Muscat,630000
Salalah,Zufar,163000,https://www.worlddata.info/asia/oman/index.php,Oman,Muscat,630000
Bawshar,Muhafazat Masqat,159000,https://www.worlddata.info/asia/oman/index.php,Oman,Muscat,630000
Al Sohar,Al Batinah,108000,https://www.worlddata.info/asia/oman/index.php,Oman,Muscat,630000
As Suwayq,Al Batinah,107000,https://www.worlddata.info/asia/oman/index.php,Oman,Muscat,630000
`Ibri,Az Zahirah,102000,https://www.worlddata.info/asia/oman/index.php,Oman,Muscat,630000
Saham,Al Batinah,89000,https://www.worlddata.info/asia/oman/index.php,Oman,Muscat,630000
Barka',Al Batinah,82000,https://www.worlddata.info/asia/oman/index.php,Oman,Muscat,630000
Rustaq,Al Batinah,79000,https://www.worlddata.info/asia/oman/index.php,Oman,Muscat,630000
Al Buraymi,Al Buraimi,74000,https://www.worlddata.info/asia/oman/index.php,Oman,Muscat,630000
Nizwá,Muhafazat ad Dakhiliyah,72000,https://www.worlddata.info/asia/oman/index.php,Oman,Muscat,630000
Sur,Ash Sharqiyah,71000,https://www.worlddata.info/asia/oman/index.php,Oman,Muscat,630000
Bahla',Muhafazat ad Dakhiliyah,54000,https://www.worlddata.info/asia/oman/index.php,Oman,Muscat,630000
Sufalat Sama'il,Muhafazat ad Dakhiliyah,48000,https://www.worlddata.info/asia/oman/index.php,Oman,Muscat,630000
Izki,Muhafazat ad Dakhiliyah,36000,https://www.worlddata.info/asia/oman/index.php,Oman,Muscat,630000
Ibra',Ash Sharqiyah,25000,https://www.worlddata.info/asia/oman/index.php,Oman,Muscat,630000
Badiyah,Ash Sharqiyah,18000,https://www.worlddata.info/asia/oman/index.php,Oman,Muscat,630000
Khasab,Musandam,18000,https://www.worlddata.info/asia/oman/index.php,Oman,Muscat,630000
Yanqul,Az Zahirah,17000,https://www.worlddata.info/asia/oman/index.php,Oman,Muscat,630000
Al Qabil,Ash Sharqiyah,14000,https://www.worlddata.info/asia/oman/index.php,Oman,Muscat,630000
Dib Dibba,Musandam,5000,https://www.worlddata.info/asia/oman/index.php,Oman,Muscat,630000
Hayma',Al Wusta,1290,https://www.worlddata.info/asia/oman/index.php,Oman,Muscat,630000
Islamabad,Islamabad,1015000,https://www.worlddata.info/asia/pakistan/index.php,Pakistan,Islamabad,1014825
Karachi,Sindh,14910000,https://www.worlddata.info/asia/pakistan/index.php,Pakistan,Islamabad,1014825
Lahore,Punjab,11126000,https://www.worlddata.info/asia/pakistan/index.php,Pakistan,Islamabad,1014825
Faisalabad,Punjab,3204000,https://www.worlddata.info/asia/pakistan/index.php,Pakistan,Islamabad,1014825
Rawalpindi,Punjab,2098000,https://www.worlddata.info/asia/pakistan/index.php,Pakistan,Islamabad,1014825
Gujranwala,Punjab,2027000,https://www.worlddata.info/asia/pakistan/index.php,Pakistan,Islamabad,1014825
Peshawar,Khyber Pakhtunkhwa,1970000,https://www.worlddata.info/asia/pakistan/index.php,Pakistan,Islamabad,1014825
Multan,Punjab,1872000,https://www.worlddata.info/asia/pakistan/index.php,Pakistan,Islamabad,1014825
Hyderabad,Sindh,1733000,https://www.worlddata.info/asia/pakistan/index.php,Pakistan,Islamabad,1014825
Quetta,Balochistan,1001000,https://www.worlddata.info/asia/pakistan/index.php,Pakistan,Islamabad,1014825
Muzaffarabad,Azad Kashmir,725000,https://www.worlddata.info/asia/pakistan/index.php,Pakistan,Islamabad,1014825
Kotli,Azad Kashmir,640000,https://www.worlddata.info/asia/pakistan/index.php,Pakistan,Islamabad,1014825
Bhimbar,Azad Kashmir,343000,https://www.worlddata.info/asia/pakistan/index.php,Pakistan,Islamabad,1014825
Sukkur,Sindh,336000,https://www.worlddata.info/asia/pakistan/index.php,Pakistan,Islamabad,1014825
Mingora,Khyber Pakhtunkhwa,280000,https://www.worlddata.info/asia/pakistan/index.php,Pakistan,Islamabad,1014825
Larkana,Sindh,270000,https://www.worlddata.info/asia/pakistan/index.php,Pakistan,Islamabad,1014825
Mardan,Khyber Pakhtunkhwa,246000,https://www.worlddata.info/asia/pakistan/index.php,Pakistan,Islamabad,1014825
Gilgit,Gilgit-Baltistan,10000,https://www.worlddata.info/asia/pakistan/index.php,Pakistan,Islamabad,1014825
Ramallah,West Bank,27000,https://www.worlddata.info/asia/palestine/index.php,Palestine,Ramallah,27092
Gaza,Gaza Strip,439000,https://www.worlddata.info/asia/palestine/index.php,Palestine,Ramallah,27092
Hebron,West Bank,159000,https://www.worlddata.info/asia/palestine/index.php,Palestine,Ramallah,27092
Khan Yunis,Gaza Strip,140000,https://www.worlddata.info/asia/palestine/index.php,Palestine,Ramallah,27092
Nablus,West Bank,124000,https://www.worlddata.info/asia/palestine/index.php,Palestine,Ramallah,27092
Jabalya,Gaza Strip,121000,https://www.worlddata.info/asia/palestine/index.php,Palestine,Ramallah,27092
Rafah,Gaza Strip,120000,https://www.worlddata.info/asia/palestine/index.php,Palestine,Ramallah,27092
Dayr al Balah,Gaza Strip,60000,https://www.worlddata.info/asia/palestine/index.php,Palestine,Ramallah,27092
Bayt Lahya,Gaza Strip,57000,https://www.worlddata.info/asia/palestine/index.php,Palestine,Ramallah,27092
Tulkarm,West Bank,44000,https://www.worlddata.info/asia/palestine/index.php,Palestine,Ramallah,27092
Qalqilyah,West Bank,43000,https://www.worlddata.info/asia/palestine/index.php,Palestine,Ramallah,27092
Jericho,West Bank,20000,https://www.worlddata.info/asia/palestine/index.php,Palestine,Ramallah,27092
Manila,Metro Manila,1847000,https://www.worlddata.info/asia/philippines/index.php,Philippines,Manila,1846513
Quezon City,Metro Manila,2960000,https://www.worlddata.info/asia/philippines/index.php,Philippines,Manila,1846513
Davao,Davao,1777000,https://www.worlddata.info/asia/philippines/index.php,Philippines,Manila,1846513
Cebu City,Central Visayas,923000,https://www.worlddata.info/asia/philippines/index.php,Philippines,Manila,1846513
Zamboanga,Zamboanga Peninsula,862000,https://www.worlddata.info/asia/philippines/index.php,Philippines,Manila,1846513
Taguig,Calabarzon,805000,https://www.worlddata.info/asia/philippines/index.php,Philippines,Manila,1846513
Antipolo,Calabarzon,776000,https://www.worlddata.info/asia/philippines/index.php,Philippines,Manila,1846513
Pasig City,Metro Manila,755000,https://www.worlddata.info/asia/philippines/index.php,Philippines,Manila,1846513
Cagayan de Oro,Northern Mindanao,676000,https://www.worlddata.info/asia/philippines/index.php,Philippines,Manila,1846513
Dasmariñas,Calabarzon,659000,https://www.worlddata.info/asia/philippines/index.php,Philippines,Manila,1846513
Bacoor,Calabarzon,601000,https://www.worlddata.info/asia/philippines/index.php,Philippines,Manila,1846513
General Santos,Soccsksargen,594000,https://www.worlddata.info/asia/philippines/index.php,Philippines,Manila,1846513
Makati City,Metro Manila,583000,https://www.worlddata.info/asia/philippines/index.php,Philippines,Manila,1846513
San Jose del Monte,Central Luzon,574000,https://www.worlddata.info/asia/philippines/index.php,Philippines,Manila,1846513
Bacolod City,Western Visayas,562000,https://www.worlddata.info/asia/philippines/index.php,Philippines,Manila,1846513
Calamba,Calabarzon,454000,https://www.worlddata.info/asia/philippines/index.php,Philippines,Manila,1846513
Iloilo,Western Visayas,448000,https://www.worlddata.info/asia/philippines/index.php,Philippines,Manila,1846513
Angeles City,Central Luzon,412000,https://www.worlddata.info/asia/philippines/index.php,Philippines,Manila,1846513
Baguio,Cordillera,345000,https://www.worlddata.info/asia/philippines/index.php,Philippines,Manila,1846513
Butuan,Caraga,337000,https://www.worlddata.info/asia/philippines/index.php,Philippines,Manila,1846513
Cotabato,Bangsamoro,299000,https://www.worlddata.info/asia/philippines/index.php,Philippines,Manila,1846513
Malolos,Central Luzon,235000,https://www.worlddata.info/asia/philippines/index.php,Philippines,Manila,1846513
Pagadian,Zamboanga Peninsula,187000,https://www.worlddata.info/asia/philippines/index.php,Philippines,Manila,1846513
Legaspi,Bicol,179000,https://www.worlddata.info/asia/philippines/index.php,Philippines,Manila,1846513
Koronadal,Soccsksargen,158000,https://www.worlddata.info/asia/philippines/index.php,Philippines,Manila,1846513
Tuguegarao City,Cagayan Valley,139000,https://www.worlddata.info/asia/philippines/index.php,Philippines,Manila,1846513
Calapan,Mimaropa,124000,https://www.worlddata.info/asia/philippines/index.php,Philippines,Manila,1846513
Baybay,Eastern Visayas,103000,https://www.worlddata.info/asia/philippines/index.php,Philippines,Manila,1846513
San Fernando,Ilocos,83000,https://www.worlddata.info/asia/philippines/index.php,Philippines,Manila,1846513
Doha,Baladiyat ad Dawhah,587000,https://www.worlddata.info/asia/qatar/index.php,Qatar,Doha,587055
Ar Rayyan,Baladiyat ar Rayyan,606000,https://www.worlddata.info/asia/qatar/index.php,Qatar,Doha,587055
Al-Wakrah,Al Wakrah,299000,https://www.worlddata.info/asia/qatar/index.php,Qatar,Doha,587055
Al-Khoor,Al Khawr,202000,https://www.worlddata.info/asia/qatar/index.php,Qatar,Doha,587055
Umm Salal Muhammad,Baladiyat Umm Salal,29000,https://www.worlddata.info/asia/qatar/index.php,Qatar,Doha,587055
Ash Shahaniyah,Baladiyat ar Rayyan,8380,https://www.worlddata.info/asia/qatar/index.php,Qatar,Doha,587055
Dukhan,Baladiyat ar Rayyan,7250,https://www.worlddata.info/asia/qatar/index.php,Qatar,Doha,587055
Umm Sa'id,Al Wakrah,5770,https://www.worlddata.info/asia/qatar/index.php,Qatar,Doha,587055
Madinat ash Shamal,Madinat ash Shamal,5270,https://www.worlddata.info/asia/qatar/index.php,Qatar,Doha,587055
Al Wukayr,Al Wakrah,5150,https://www.worlddata.info/asia/qatar/index.php,Qatar,Doha,587055
Ar Ru’ays,Madinat ash Shamal,3330,https://www.worlddata.info/asia/qatar/index.php,Qatar,Doha,587055
Umm Bab,"",2500,https://www.worlddata.info/asia/qatar/index.php,Qatar,Doha,587055
Al Ghuwayriyah,"",2330,https://www.worlddata.info/asia/qatar/index.php,Qatar,Doha,587055
Al Jumayliyah,"",1790,https://www.worlddata.info/asia/qatar/index.php,Qatar,Doha,587055
Fuwayrit,Madinat ash Shamal,1330,https://www.worlddata.info/asia/qatar/index.php,Qatar,Doha,587055
Riyadh,Ar Riyad,7677000,https://www.worlddata.info/asia/saudi-arabia/index.php,Saudi Arabia,Riyadh,7676654
Jeddah,Makkah,3976000,https://www.worlddata.info/asia/saudi-arabia/index.php,Saudi Arabia,Riyadh,7676654
Mecca,Makkah,2042000,https://www.worlddata.info/asia/saudi-arabia/index.php,Saudi Arabia,Riyadh,7676654
Medina,Al Madinah al Munawwarah,1183000,https://www.worlddata.info/asia/saudi-arabia/index.php,Saudi Arabia,Riyadh,7676654
Dammam,Eastern Province,903000,https://www.worlddata.info/asia/saudi-arabia/index.php,Saudi Arabia,Riyadh,7676654
Al Hufuf,Eastern Province,661000,https://www.worlddata.info/asia/saudi-arabia/index.php,Saudi Arabia,Riyadh,7676654
Ta’if,Makkah,580000,https://www.worlddata.info/asia/saudi-arabia/index.php,Saudi Arabia,Riyadh,7676654
Tabuk,Mintaqat Tabuk,513000,https://www.worlddata.info/asia/saudi-arabia/index.php,Saudi Arabia,Riyadh,7676654
Buraydah,Al-Qassim,467000,https://www.worlddata.info/asia/saudi-arabia/index.php,Saudi Arabia,Riyadh,7676654
Khamis Mushait,Mintaqat 'Asir,388000,https://www.worlddata.info/asia/saudi-arabia/index.php,Saudi Arabia,Riyadh,7676654
Al Jubayl,Eastern Province,338000,https://www.worlddata.info/asia/saudi-arabia/index.php,Saudi Arabia,Riyadh,7676654
Najran,Najran,298000,https://www.worlddata.info/asia/saudi-arabia/index.php,Saudi Arabia,Riyadh,7676654
Al Mubarraz,Eastern Province,285000,https://www.worlddata.info/asia/saudi-arabia/index.php,Saudi Arabia,Riyadh,7676654
Hayil,Mintaqat Ha'il,267000,https://www.worlddata.info/asia/saudi-arabia/index.php,Saudi Arabia,Riyadh,7676654
Abha,Mintaqat 'Asir,236000,https://www.worlddata.info/asia/saudi-arabia/index.php,Saudi Arabia,Riyadh,7676654
Yanbu al Bahr,Al Madinah al Munawwarah,233000,https://www.worlddata.info/asia/saudi-arabia/index.php,Saudi Arabia,Riyadh,7676654
‘Ar‘ar,Northern Borders,167000,https://www.worlddata.info/asia/saudi-arabia/index.php,Saudi Arabia,Riyadh,7676654
Unayzah,Al-Qassim,153000,https://www.worlddata.info/asia/saudi-arabia/index.php,Saudi Arabia,Riyadh,7676654
Sekaka,Al Jawf,150000,https://www.worlddata.info/asia/saudi-arabia/index.php,Saudi Arabia,Riyadh,7676654
Jizan,Jizan,128000,https://www.worlddata.info/asia/saudi-arabia/index.php,Saudi Arabia,Riyadh,7676654
Al Qurrayyat,Al Jawf,116000,https://www.worlddata.info/asia/saudi-arabia/index.php,Saudi Arabia,Riyadh,7676654
Al Bahah,Mintaqat al Bahah,88000,https://www.worlddata.info/asia/saudi-arabia/index.php,Saudi Arabia,Riyadh,7676654
Qalat Bishah,Mintaqat 'Asir,82000,https://www.worlddata.info/asia/saudi-arabia/index.php,Saudi Arabia,Riyadh,7676654
Ar Rass,Al-Qassim,82000,https://www.worlddata.info/asia/saudi-arabia/index.php,Saudi Arabia,Riyadh,7676654
Ash Shafa,Makkah,72000,https://www.worlddata.info/asia/saudi-arabia/index.php,Saudi Arabia,Riyadh,7676654
,,,https://www.worlddata.info/asia/singapore/index.php,Singapore,Singapore,5685800
Seoul,Seoul,9734000,https://www.worlddata.info/asia/south-korea/index.php,South Korea,Seoul,9733509
Busan,Busan,3412000,https://www.worlddata.info/asia/south-korea/index.php,South Korea,Seoul,9733509
Incheon,Incheon,2923000,https://www.worlddata.info/asia/south-korea/index.php,South Korea,Seoul,9733509
Daegu,Daegu,2446000,https://www.worlddata.info/asia/south-korea/index.php,South Korea,Seoul,9733509
Daejeon,Daejeon,1531000,https://www.worlddata.info/asia/south-korea/index.php,South Korea,Seoul,9733509
Gwangju,Gwangju,1490000,https://www.worlddata.info/asia/south-korea/index.php,South Korea,Seoul,9733509
Suwon,Gyeonggi-do,1171000,https://www.worlddata.info/asia/south-korea/index.php,South Korea,Seoul,9733509
Ulsan,Ulsan,1166000,https://www.worlddata.info/asia/south-korea/index.php,South Korea,Seoul,9733509
Goyang,Gyeonggi-do,1073000,https://www.worlddata.info/asia/south-korea/index.php,South Korea,Seoul,9733509
Seongnam,Gyeonggi-do,994000,https://www.worlddata.info/asia/south-korea/index.php,South Korea,Seoul,9733509
Bucheon,Gyeonggi-do,851000,https://www.worlddata.info/asia/south-korea/index.php,South Korea,Seoul,9733509
Jeonju,Jeollabuk-do,711000,https://www.worlddata.info/asia/south-korea/index.php,South Korea,Seoul,9733509
Ansan,Gyeonggi-do,651000,https://www.worlddata.info/asia/south-korea/index.php,South Korea,Seoul,9733509
Cheongju,Chungcheongbuk-do,635000,https://www.worlddata.info/asia/south-korea/index.php,South Korea,Seoul,9733509
Jeju,Jeju-do,634000,https://www.worlddata.info/asia/south-korea/index.php,South Korea,Seoul,9733509
Changwon,Gyeongsangnam-do,550000,https://www.worlddata.info/asia/south-korea/index.php,South Korea,Seoul,9733509
Pohang,Gyeongsangbuk-do,5e+05,https://www.worlddata.info/asia/south-korea/index.php,South Korea,Seoul,9733509
Cheonan,Chungcheongnam-do,365000,https://www.worlddata.info/asia/south-korea/index.php,South Korea,Seoul,9733509
Kimhae,Gyeongsangnam-do,356000,https://www.worlddata.info/asia/south-korea/index.php,South Korea,Seoul,9733509
Chinju,Gyeongsangnam-do,307000,https://www.worlddata.info/asia/south-korea/index.php,South Korea,Seoul,9733509
Yeosu,Jeollanam-do,296000,https://www.worlddata.info/asia/south-korea/index.php,South Korea,Seoul,9733509
Gumi,Gyeongsangbuk-do,291000,https://www.worlddata.info/asia/south-korea/index.php,South Korea,Seoul,9733509
Chuncheon,Gangwon-do,210000,https://www.worlddata.info/asia/south-korea/index.php,South Korea,Seoul,9733509
Hongsung,Chungcheongnam-do,89000,https://www.worlddata.info/asia/south-korea/index.php,South Korea,Seoul,9733509
Muan,Jeollanam-do,76000,https://www.worlddata.info/asia/south-korea/index.php,South Korea,Seoul,9733509
Colombo,Western,753000,https://www.worlddata.info/asia/sri-lanka/index.php,Sri Lanka,Colombo,752993
Galkissa,Western,216000,https://www.worlddata.info/asia/sri-lanka/index.php,Sri Lanka,Colombo,752993
Moratuwa,Western,178000,https://www.worlddata.info/asia/sri-lanka/index.php,Sri Lanka,Colombo,752993
Jaffna,Northern Province,169000,https://www.worlddata.info/asia/sri-lanka/index.php,Sri Lanka,Colombo,752993
Negombo,Western,122000,https://www.worlddata.info/asia/sri-lanka/index.php,Sri Lanka,Colombo,752993
Pita Kotte,Western,118000,https://www.worlddata.info/asia/sri-lanka/index.php,Sri Lanka,Colombo,752993
Sri Jayewardenepura Kotte,Western,116000,https://www.worlddata.info/asia/sri-lanka/index.php,Sri Lanka,Colombo,752993
Kandy,Central,109000,https://www.worlddata.info/asia/sri-lanka/index.php,Sri Lanka,Colombo,752993
Trincomalee,Eastern Province,108000,https://www.worlddata.info/asia/sri-lanka/index.php,Sri Lanka,Colombo,752993
Kalmunai,Eastern Province,1e+05,https://www.worlddata.info/asia/sri-lanka/index.php,Sri Lanka,Colombo,752993
Galle,Southern,93000,https://www.worlddata.info/asia/sri-lanka/index.php,Sri Lanka,Colombo,752993
Point Pedro,Northern Province,90000,https://www.worlddata.info/asia/sri-lanka/index.php,Sri Lanka,Colombo,752993
Batticaloa,Eastern Province,87000,https://www.worlddata.info/asia/sri-lanka/index.php,Sri Lanka,Colombo,752993
Valvedditturai,Northern Province,78000,https://www.worlddata.info/asia/sri-lanka/index.php,Sri Lanka,Colombo,752993
Matara,Southern,76000,https://www.worlddata.info/asia/sri-lanka/index.php,Sri Lanka,Colombo,752993
Dambulla,Central,67000,https://www.worlddata.info/asia/sri-lanka/index.php,Sri Lanka,Colombo,752993
Anuradhapura,North Central,61000,https://www.worlddata.info/asia/sri-lanka/index.php,Sri Lanka,Colombo,752993
Vavuniya,Northern Province,60000,https://www.worlddata.info/asia/sri-lanka/index.php,Sri Lanka,Colombo,752993
Ratnapura,Sabaragamuwa,48000,https://www.worlddata.info/asia/sri-lanka/index.php,Sri Lanka,Colombo,752993
Badulla,Uva,48000,https://www.worlddata.info/asia/sri-lanka/index.php,Sri Lanka,Colombo,752993
Puttalam,North Western,46000,https://www.worlddata.info/asia/sri-lanka/index.php,Sri Lanka,Colombo,752993
Kurunegala,North Western,29000,https://www.worlddata.info/asia/sri-lanka/index.php,Sri Lanka,Colombo,752993
Damascus,Dimashq,2354000,https://www.worlddata.info/asia/syria/index.php,Syria,Damascus,2354000
Aleppo,Aleppo,1800000,https://www.worlddata.info/asia/syria/index.php,Syria,Damascus,2354000
Homs,Homs,775000,https://www.worlddata.info/asia/syria/index.php,Syria,Damascus,2354000
Hamah,Hama,461000,https://www.worlddata.info/asia/syria/index.php,Syria,Damascus,2354000
Latakia,Latakia,340000,https://www.worlddata.info/asia/syria/index.php,Syria,Damascus,2354000
Deir ez-Zor,Deir ez-Zor,243000,https://www.worlddata.info/asia/syria/index.php,Syria,Damascus,2354000
Ar Raqqah,Ar-Raqqah,178000,https://www.worlddata.info/asia/syria/index.php,Syria,Damascus,2354000
Al Bab,Aleppo,131000,https://www.worlddata.info/asia/syria/index.php,Syria,Damascus,2354000
Idlib,Idlib,129000,https://www.worlddata.info/asia/syria/index.php,Syria,Damascus,2354000
Douma,Rif-dimashq,112000,https://www.worlddata.info/asia/syria/index.php,Syria,Damascus,2354000
Dar'a,Daraa,98000,https://www.worlddata.info/asia/syria/index.php,Syria,Damascus,2354000
As Safirah,Aleppo,96000,https://www.worlddata.info/asia/syria/index.php,Syria,Damascus,2354000
As Salamiyah,Hama,95000,https://www.worlddata.info/asia/syria/index.php,Syria,Damascus,2354000
Tartouss,Tartus,89000,https://www.worlddata.info/asia/syria/index.php,Syria,Damascus,2354000
Ath Thawrah,Ar-Raqqah,88000,https://www.worlddata.info/asia/syria/index.php,Syria,Damascus,2354000
Al Hasakah,Al-Hasakah,82000,https://www.worlddata.info/asia/syria/index.php,Syria,Damascus,2354000
Darayya,Rif-dimashq,72000,https://www.worlddata.info/asia/syria/index.php,Syria,Damascus,2354000
Manbij,Aleppo,69000,https://www.worlddata.info/asia/syria/index.php,Syria,Damascus,2354000
Jablah,Latakia,66000,https://www.worlddata.info/asia/syria/index.php,Syria,Damascus,2354000
As Suwayda',As-Suwayda,59000,https://www.worlddata.info/asia/syria/index.php,Syria,Damascus,2354000
Albu Kamal,Deir ez-Zor,58000,https://www.worlddata.info/asia/syria/index.php,Syria,Damascus,2354000
At Tall,Rif-dimashq,56000,https://www.worlddata.info/asia/syria/index.php,Syria,Damascus,2354000
Al Mayadin,Deir ez-Zor,55000,https://www.worlddata.info/asia/syria/index.php,Syria,Damascus,2354000
Ar Rastan,Homs,53000,https://www.worlddata.info/asia/syria/index.php,Syria,Damascus,2354000
Tadmur,Homs,51000,https://www.worlddata.info/asia/syria/index.php,Syria,Damascus,2354000
An Nabk,Rif-dimashq,49000,https://www.worlddata.info/asia/syria/index.php,Syria,Damascus,2354000
Al Qunaytirah,Quneitra,36000,https://www.worlddata.info/asia/syria/index.php,Syria,Damascus,2354000
Taipei,Taipei,2646000,https://www.worlddata.info/asia/taiwan/index.php,Taiwan,Taipei,2646204
Taichung,Taiwan,2817000,https://www.worlddata.info/asia/taiwan/index.php,Taiwan,Taipei,2646204
Kaohsiung,Kaohsiung,2773000,https://www.worlddata.info/asia/taiwan/index.php,Taiwan,Taipei,2646204
Tainan,Taiwan,771000,https://www.worlddata.info/asia/taiwan/index.php,Taiwan,Taipei,2646204
Banqiao,Taipei,543000,https://www.worlddata.info/asia/taiwan/index.php,Taiwan,Taipei,2646204
Hsinchu,Taiwan,404000,https://www.worlddata.info/asia/taiwan/index.php,Taiwan,Taipei,2646204
Taoyuan City,Taiwan,402000,https://www.worlddata.info/asia/taiwan/index.php,Taiwan,Taipei,2646204
Keelung,Taiwan,398000,https://www.worlddata.info/asia/taiwan/index.php,Taiwan,Taipei,2646204
Hualian,Taiwan,350000,https://www.worlddata.info/asia/taiwan/index.php,Taiwan,Taipei,2646204
Taitung City,Taiwan,110000,https://www.worlddata.info/asia/taiwan/index.php,Taiwan,Taipei,2646204
Nantou,Taiwan,106000,https://www.worlddata.info/asia/taiwan/index.php,Taiwan,Taipei,2646204
Jincheng,Fukien,38000,https://www.worlddata.info/asia/taiwan/index.php,Taiwan,Taipei,2646204
Zhongxing New Village,Taiwan,26000,https://www.worlddata.info/asia/taiwan/index.php,Taiwan,Taipei,2646204
Dushanbe,Dushanbe,779000,https://www.worlddata.info/asia/tajikistan/index.php,Tajikistan,Dushanbe,778500
Khujand,Viloyati Sughd,163000,https://www.worlddata.info/asia/tajikistan/index.php,Tajikistan,Dushanbe,778500
Kulob,Khatlon,79000,https://www.worlddata.info/asia/tajikistan/index.php,Tajikistan,Dushanbe,778500
Qurghonteppa,Khatlon,65000,https://www.worlddata.info/asia/tajikistan/index.php,Tajikistan,Dushanbe,778500
Istaravshan,Viloyati Sughd,53000,https://www.worlddata.info/asia/tajikistan/index.php,Tajikistan,Dushanbe,778500
Konibodom,Viloyati Sughd,50000,https://www.worlddata.info/asia/tajikistan/index.php,Tajikistan,Dushanbe,778500
Vahdat,Republican Subordination,46000,https://www.worlddata.info/asia/tajikistan/index.php,Tajikistan,Dushanbe,778500
Tursunzoda,Republican Subordination,38000,https://www.worlddata.info/asia/tajikistan/index.php,Tajikistan,Dushanbe,778500
Isfara,Viloyati Sughd,38000,https://www.worlddata.info/asia/tajikistan/index.php,Tajikistan,Dushanbe,778500
Panjakent,Viloyati Sughd,35000,https://www.worlddata.info/asia/tajikistan/index.php,Tajikistan,Dushanbe,778500
Khorugh,Gorno-Badakhshan,30000,https://www.worlddata.info/asia/tajikistan/index.php,Tajikistan,Dushanbe,778500
Ishqoshim,Gorno-Badakhshan,26000,https://www.worlddata.info/asia/tajikistan/index.php,Tajikistan,Dushanbe,778500
Hisor,Republican Subordination,24000,https://www.worlddata.info/asia/tajikistan/index.php,Tajikistan,Dushanbe,778500
